Year   Moose  Wolves
 1959  631   20
 1960  694   22
 1961  648   22
 1962  607   21
 1963  580   22
 1964  588   21
 1965  558   19
 1966  562   22
 1967  586   19
 1968  579   15
 1969  606   11
 1970  687    9
 1971  750    5
 1972  887    3
 1973 1045    3
 1974 1210    3
 1975 1412    3
 1976 1669    2
 1977 2005    1
 1978 2414    0
 1979 2422    0
 1980 2266    0
 1981 2187    0
 1982 2110    0
 1983 1992    0
 1984 1863    0
 1985 1643    0
 1986 1386    0
 1987 1240    0
 1988 1316    0
 1989 1695    0
 1990 2070    0
 1991 2444    0
 1992 2357    0
 1993 2190    0
 1994 2136    0
 1995 2154    0
 1996 2013    0
 1997 1799    0
 1998 1587    0
 1999 1309    0
 2000 1161    0
 2001 1225    0
 2002 1603    0
 2003 1981    0
 2004 2345    0
 2005 2231    0
 2006 2070    0
 2007 2015    0
 2008 2075    0
 2009 1943    0
 2010 1713    0
 2011 1815    0
 2012 2396    0
 2013 2291    0
 2014 2086    0
 2015 1984    0
 2016 1975    0
 2017 1977    0
 2018 1979    0
