Year   Moose  Wolves
 1959  658   20
 1960  657   20
 1961  687   18
 1962  737   18
 1963  748   18
 1964  782   18
 1965  826   19
 1966  847   19
 1967  857   19
 1968  935   20
 1969 1000   20
 1970 1031   22
 1971 1097   19
 1972 1150   18
 1973 1278   19
 1974 1374   20
 1975 1578   23
 1976 1785   22
 1977 1964   22
 1978 2210   23
 1979 2154   22
 1980 1883   21
 1981 1803   19
 1982 1562   17
 1983 1365   19
 1984 1140   18
 1985 1070   15
 1986 1342   13
 1987 1604   12
 1988 1803   10
 1989 2053   10
 1990 2333    9
 1991 2290    8
 1992 2216    7
 1993 2040    8
 1994 1842    6
 1995 1651    3
 1996 1511    2
 1997 1313    2
 1998 1369    2
 1999 1739    2
 2000 2130    2
 2001 1984    2
 2002 1808    2
 2003 1748    1
 2004 1773    1
 2005 1761    1
 2006 1891    1
 2007 2508    0
 2008 2342    0
 2009 2118    0
 2010 2045    0
 2011 2033    0
 2012 2024    0
 2013 2034    0
 2014 1765    0
 2015 1840    0
 2016 2403    0
 2017 2353    0
 2018 2085    0
