Year   Moose  Wolves
 1959  754   20
 1960  848   23
 1961  863   24
 1962  875   24
 1963  887   25
 1964  988   29
 1965 1034   30
 1966 1148   28
 1967 1291   27
 1968 1450   21
 1969 1576   23
 1970 1741   20
 1971 2004   17
 1972 2364   19
 1973 2319   15
 1974 2067   17
 1975 1911   17
 1976 1787   13
 1977 1647   16
 1978 1433   16
 1979 1421   14
 1980 1759   10
 1981 2074   10
 1982 2388   10
 1983 2216    9
 1984 2038    7
 1985 1992    7
 1986 2001    7
 1987 1827    5
 1988 1633    3
 1989 1713    3
 1990 2288    5
 1991 2141    7
 1992 1908    7
 1993 1810    4
 1994 1780    3
 1995 1784    3
 1996 1761    3
 1997 1862    3
 1998 2378    3
 1999 2257    3
 2000 2021    3
 2001 1934    2
 2002 1902    2
 2003 1880    0
 2004 1857    0
 2005 1958    0
 2006 2613    0
 2007 2394    0
 2008 2147    0
 2009 2047    0
 2010 2050    0
 2011 2030    0
 2012 2104    0
 2013 1785    0
 2014 1409    0
 2015 1230    0
 2016 1152    0
 2017 1069    0
 2018 1141    0
