Year   Moose  Wolves
 1959  591   20
 1960  588   23
 1961  544   23
 1962  530   22
 1963  569   23
 1964  611   29
 1965  575   28
 1966  562   24
 1967  576   22
 1968  624   22
 1969  643   21
 1970  670   22
 1971  665   24
 1972  642   27
 1973  654   29
 1974  634   26
 1975  597   24
 1976  632   23
 1977  643   22
 1978  668   18
 1979  754   16
 1980  840   14
 1981  948   15
 1982 1068   12
 1983 1232   11
 1984 1445   12
 1985 1688   15
 1986 1927   13
 1987 2265   13
 1988 2225   11
 1989 2091   10
 1990 1974    9
 1991 1838    8
 1992 1681    6
 1993 1552    5
 1994 1648    5
 1995 2115    4
 1996 1960    3
 1997 1779    1
 1998 1717    0
 1999 1668    0
 2000 1663    0
 2001 1762    0
 2002 2292    0
 2003 2129    0
 2004 1869    0
 2005 1780    0
 2006 1768    0
 2007 1792    0
 2008 1793    0
 2009 1903    0
 2010 2476    0
 2011 2377    0
 2012 2136    0
 2013 2084    0
 2014 2097    0
 2015 2090    0
 2016 2065    0
 2017 1779    0
 2018 1857    0
