Year   Moose  Wolves
 1959  662   20
 1960  703   25
 1961  693   26
 1962  702   25
 1963  753   24
 1964  737   25
 1965  807   24
 1966  873   20
 1967  949   19
 1968 1037   16
 1969 1167   16
 1970 1296   17
 1971 1491   13
 1972 1748   10
 1973 2103    9
 1974 2075    8
 1975 1941    6
 1976 1844    6
 1977 1773    5
 1978 1667    4
 1979 1739    4
 1980 2264    3
 1981 2170    2
 1982 1950    2
 1983 1854    1
 1984 1866    0
 1985 1898    0
 1986 1916    0
 1987 2002    0
 1988 2616    0
 1989 2403    0
 1990 2164    0
 1991 2089    0
 1992 2110    0
 1993 2096    0
 1994 2122    0
 1995 1843    0
 1996 1484    0
 1997 1335    0
 1998 1252    0
 1999 1190    0
 2000 1283    0
 2001 1646    0
 2002 2048    0
 2003 2439    0
 2004 2342    0
 2005 2221    0
 2006 2213    0
 2007 2244    0
 2008 2137    0
 2009 1952    0
 2010 1719    0
 2011 1430    0
 2012 1300    0
 2013 1205    0
 2014 1280    0
 2015 1680    0
 2016 2058    0
 2017 2470    0
 2018 2363    0
