Year   Moose  Wolves
 1959  719   20
 1960  806   20
 1961  813   20
 1962  852   20
 1963  903   21
 1964 1013   23
 1965 1014   24
 1966 1052   25
 1967 1107   21
 1968 1270   19
 1969 1389   14
 1970 1620   11
 1971 1910   11
 1972 2273   13
 1973 2246   13
 1974 2056   11
 1975 1936    8
 1976 1858    8
 1977 1749   10
 1978 1535    8
 1979 1560    8
 1980 1964    8
 1981 2392    8
 1982 2177    8
 1983 1970    8
 1984 1893    7
 1985 1869    7
 1986 1851    8
 1987 1673    6
 1988 1732    4
 1989 2239    6
 1990 2118    6
 1991 1857    6
 1992 1764    5
 1993 1707    5
 1994 1669    6
 1995 1615    7
 1996 1683    7
 1997 2146    5
 1998 1949    6
 1999 1726    6
 2000 1651    8
 2001 1601    9
 2002 1558   10
 2003 1596   11
 2004 2025   14
 2005 2381   12
 2006 2097   12
 2007 1896   11
 2008 1821   12
 2009 1765   13
 2010 1726   14
 2011 1697   13
 2012 2173   12
 2013 1886   11
 2014 1609   11
 2015 1527   17
 2016 1435   14
 2017 1363   14
 2018 1361   15
