Year   Moose  Wolves
 1959  707   20
 1960  723   20
 1961  723   20
 1962  792   20
 1963  840   21
 1964  927   23
 1965  978   24
 1966 1066   21
 1967 1196   16
 1968 1393   11
 1969 1579    6
 1970 1878    5
 1971 2206    4
 1972 2235    3
 1973 2105    3
 1974 2026    1
 1975 1969    1
 1976 1873    0
 1977 1722    0
 1978 1526    0
 1979 1595    0
 1980 2059    0
 1981 2543    0
 1982 2356    0
 1983 2172    0
 1984 2109    0
 1985 2109    0
 1986 2164    0
 1987 1936    0
 1988 1626    0
 1989 1332    0
 1990 1194    0
 1991 1098    0
 1992 1182    0
 1993 1495    0
 1994 1837    0
 1995 2180    0
 1996 2086    0
 1997 1976    0
 1998 1970    0
 1999 2022    0
 2000 1942    0
 2001 2071    0
 2002 2651    0
 2003 2555    0
 2004 2331    0
 2005 2254    0
 2006 2273    0
 2007 2268    0
 2008 2255    0
 2009 2019    0
 2010 1555    0
 2011 1395    0
 2012 1315    0
 2013 1206    0
 2014 1296    0
 2015 1669    0
 2016 2083    0
 2017 2501    0
 2018 2481    0
