Year   Moose  Wolves
 1959  657   20
 1960  709   23
 1961  696   26
 1962  696   31
 1963  680   33
 1964  637   37
 1965  615   37
 1966  573   36
 1967  481   33
 1968  441   28
 1969  368   25
 1970  302   24
 1971  256   23
 1972  200   15
 1973  194   13
 1974  184    9
 1975  182   10
 1976  172    6
 1977  165    6
 1978  164    5
 1979  172    4
 1980  192    5
 1981  224    5
 1982  238    5
 1983  266    5
 1984  300    6
 1985  334    6
 1986  369    5
 1987  418    7
 1988  456    8
 1989  495   10
 1990  568   11
 1991  625   11
 1992  701    9
 1993  813   11
 1994  975   12
 1995 1158   12
 1996 1319   12
 1997 1508   11
 1998 1782   10
 1999 2087   12
 2000 2421   13
 2001 2351   13
 2002 2160   13
 2003 2056   11
 2004 1888   11
 2005 1713   12
 2006 1522   14
 2007 1253   13
 2008 1207   11
 2009 1460   12
 2010 1697   10
 2011 1923    8
 2012 2210    5
 2013 2106    6
 2014 1980    7
 2015 1962    7
 2016 1841    5
 2017 1689    5
 2018 1523    6
