Year   Moose  Wolves
 1959  709   20
 1960  764   21
 1961  835   25
 1962  828   25
 1963  904   23
 1964  964   23
 1965 1011   24
 1966 1117   25
 1967 1237   27
 1968 1372   23
 1969 1547   23
 1970 1680   26
 1971 1879   25
 1972 2112   25
 1973 2013   25
 1974 1802   24
 1975 1666   21
 1976 1482   22
 1977 1292   24
 1978 1258   23
 1979 1408   22
 1980 1626   20
 1981 1884   23
 1982 2150   26
 1983 2001   31
 1984 1817   32
 1985 1745   33
 1986 1553   31
 1987 1290   28
 1988 1070   25
 1989 1167   23
 1990 1256   20
 1991 1422   17
 1992 1651   18
 1993 1840   14
 1994 2082   12
 1995 2420   11
 1996 2386   10
 1997 2150    8
 1998 2019    8
 1999 1873    7
 2000 1726    6
 2001 1581    5
 2002 1378    5
 2003 1427    5
 2004 1846    3
 2005 2262    2
 2006 2098    2
 2007 1922    2
 2008 1888    1
 2009 1883    1
 2010 1911    1
 2011 2075    1
 2012 2695    0
 2013 2478    0
 2014 2219    0
 2015 2155    0
 2016 2193    0
 2017 2208    0
 2018 2211    0
