Year   Moose  Wolves
 1959  583   20
 1960  579   20
 1961  605   20
 1962  645   22
 1963  618   25
 1964  578   26
 1965  514   23
 1966  504   21
 1967  512   18
 1968  551   18
 1969  539   14
 1970  617   16
 1971  635   13
 1972  706   12
 1973  805   14
 1974  895   12
 1975 1010   10
 1976 1138    9
 1977 1308    8
 1978 1534    7
 1979 1766    5
 1980 2075    4
 1981 2434    1
 1982 2401    0
 1983 2261    0
 1984 2187    0
 1985 2114    0
 1986 2038    0
 1987 1868    0
 1988 1651    0
 1989 1371    0
 1990 1254    0
 1991 1337    0
 1992 1739    0
 1993 2191    0
 1994 2119    0
 1995 1951    0
 1996 1863    0
 1997 1858    0
 1998 1903    0
 1999 1750    0
 2000 1830    0
 2001 2381    0
 2002 2257    0
 2003 2024    0
 2004 1947    0
 2005 1924    0
 2006 1918    0
 2007 1900    0
 2008 2037    0
 2009 2678    0
 2010 2523    0
 2011 2278    0
 2012 2194    0
 2013 2193    0
 2014 2195    0
 2015 2191    0
 2016 1900    0
 2017 1481    0
 2018 1290    0
