Year   Moose  Wolves
 1959  702   20
 1960  696   22
 1961  708   24
 1962  670   28
 1963  615   32
 1964  617   32
 1965  567   32
 1966  563   31
 1967  488   28
 1968  474   23
 1969  497   20
 1970  481   20
 1971  431   15
 1972  418   17
 1973  411   16
 1974  388   13
 1975  397   13
 1976  405   11
 1977  413   10
 1978  459   10
 1979  502   12
 1980  571   11
 1981  623   11
 1982  665   11
 1983  722   10
 1984  789    9
 1985  933   10
 1986 1077    9
 1987 1236    9
 1988 1429    9
 1989 1676    9
 1990 2013    9
 1991 2349   11
 1992 2284   11
 1993 2082   11
 1994 1964   11
 1995 1795    9
 1996 1651    8
 1997 1430    9
 1998 1433    9
 1999 1806   10
 2000 2171   12
 2001 1988   12
 2002 1780   11
 2003 1723   13
 2004 1669   13
 2005 1600   14
 2006 1547   17
 2007 1832   16
 2008 2150   17
 2009 1902   21
 2010 1655   22
 2011 1572   24
 2012 1431   24
 2013 1328   21
 2014 1201   19
 2015 1482   17
 2016 1669   16
 2017 1864   17
 2018 2142   17
