Year   Moose  Wolves
 1959  622   20
 1960  628   22
 1961  657   22
 1962  719   24
 1963  737   27
 1964  745   24
 1965  743   25
 1966  779   23
 1967  755   22
 1968  821   21
 1969  855   19
 1970  931   17
 1971 1010   15
 1972 1113   17
 1973 1230   17
 1974 1435   16
 1975 1630   17
 1976 1872   16
 1977 2138   15
 1978 2090   15
 1979 1878   12
 1980 1771    9
 1981 1664    8
 1982 1494    8
 1983 1521    7
 1984 1937    6
 1985 2322    6
 1986 2123    5
 1987 1965    3
 1988 1910    2
 1989 1930    2
 1990 1955    2
 1991 1763    2
 1992 1874    2
 1993 2425    2
 1994 2281    4
 1995 2060    4
 1996 1972    3
 1997 1965    2
 1998 1965    2
 1999 1918    2
 2000 2038    2
 2001 2639    2
 2002 2477    2
 2003 2224    1
 2004 2143    1
 2005 2126    0
 2006 2157    0
 2007 2155    0
 2008 1859    0
 2009 1439    0
 2010 1293    0
 2011 1221    0
 2012 1129    0
 2013 1209    0
 2014 1557    0
 2015 1949    0
 2016 2333    0
 2017 2280    0
 2018 2130    0
