Year   Moose  Wolves
 1959  663   20
 1960  680   20
 1961  756   22
 1962  750   22
 1963  738   21
 1964  790   22
 1965  832   19
 1966  905   18
 1967  939   22
 1968 1027   21
 1969 1120   21
 1970 1235   23
 1971 1353   22
 1972 1456   19
 1973 1677   17
 1974 1927   14
 1975 2246   15
 1976 2181   13
 1977 1994   11
 1978 1891   12
 1979 1788   14
 1980 1609   12
 1981 1452   11
 1982 1478   10
 1983 1858    9
 1984 2260   10
 1985 2066    9
 1986 1871    8
 1987 1812    7
 1988 1814    9
 1989 1775    8
 1990 1817    5
 1991 2365    5
 1992 2097    3
 1993 1874    3
 1994 1777    3
 1995 1744    3
 1996 1749    4
 1997 1840    4
 1998 2382    3
 1999 2071    2
 2000 1832    2
 2001 1766    3
 2002 1750    3
 2003 1738    2
 2004 1864    1
 2005 2437    1
 2006 2211    0
 2007 1984    0
 2008 1943    0
 2009 1931    0
 2010 1942    0
 2011 1916    0
 2012 2035    0
 2013 2614    0
 2014 2401    0
 2015 2172    0
 2016 2063    0
 2017 2081    0
 2018 2087    0
