Year   Moose  Wolves
 1959  701   20
 1960  724   24
 1961  776   27
 1962  781   29
 1963  816   33
 1964  797   36
 1965  748   34
 1966  710   33
 1967  674   30
 1968  688   31
 1969  626   29
 1970  586   26
 1971  550   27
 1972  565   24
 1973  547   20
 1974  589   18
 1975  635   15
 1976  683   14
 1977  772   14
 1978  848   15
 1979  967   16
 1980 1063   16
 1981 1170   16
 1982 1280   13
 1983 1508   13
 1984 1734   13
 1985 1986   11
 1986 2372   10
 1987 2327   10
 1988 2094   10
 1989 1986    6
 1990 1887    6
 1991 1752    7
 1992 1576    9
 1993 1639    9
 1994 2047    9
 1995 2497    7
 1996 2307    6
 1997 2110    5
 1998 2041    3
 1999 2037    3
 2000 2063    3
 2001 1867    3
 2002 1575    2
 2003 1658    1
 2004 2181    0
 2005 2139    0
 2006 1948    0
 2007 1841    0
 2008 1823    0
 2009 1827    0
 2010 1798    0
 2011 1908    0
 2012 2534    0
 2013 2378    0
 2014 2133    0
 2015 2048    0
 2016 2032    0
 2017 2048    0
 2018 2085    0
