Year   Moose  Wolves
 1959  700   20
 1960  733   21
 1961  774   24
 1962  843   25
 1963  828   27
 1964  828   29
 1965  801   33
 1966  800   33
 1967  780   33
 1968  743   32
 1969  775   28
 1970  777   24
 1971  755   26
 1972  811   26
 1973  835   26
 1974  850   26
 1975  860   22
 1976  925   23
 1977  938   21
 1978 1007   21
 1979 1123   20
 1980 1221   19
 1981 1362   18
 1982 1490   17
 1983 1665   18
 1984 1917   16
 1985 2247   15
 1986 2208   10
 1987 2020    8
 1988 1901    6
 1989 1789    6
 1990 1674    6
 1991 1525    6
 1992 1543    3
 1993 1977    3
 1994 2450    3
 1995 2271    3
 1996 2110    2
 1997 2046    1
 1998 2079    0
 1999 2114    0
 2000 1946    0
 2001 1692    0
 2002 1420    0
 2003 1273    0
 2004 1204    0
 2005 1293    0
 2006 1668    0
 2007 2096    0
 2008 2533    0
 2009 2488    0
 2010 2336    0
 2011 2288    0
 2012 2347    0
 2013 2238    0
 2014 2016    0
 2015 1760    0
 2016 1456    0
 2017 1339    0
 2018 1231    0
