Year   Moose  Wolves
 1959  556   20
 1960  612   19
 1961  678   17
 1962  690   16
 1963  757   15
 1964  862   17
 1965  950   19
 1966 1058   17
 1967 1144   15
 1968 1302   14
 1969 1512   13
 1970 1731   10
 1971 2093   10
 1972 2465   10
 1973 2395   10
 1974 2237   10
 1975 2134    9
 1976 2025    8
 1977 1886    6
 1978 1659    6
 1979 1434    5
 1980 1135    4
 1981 1183    4
 1982 1470    4
 1983 1764    4
 1984 2027    4
 1985 2351    4
 1986 2279    4
 1987 2133    7
 1988 2107    6
 1989 2016    3
 1990 1861    3
 1991 1675    3
 1992 1466    3
 1993 1180    5
 1994 1205    4
 1995 1521   10
 1996 1860   10
 1997 2177   10
 1998 2077   14
 1999 1909   13
 2000 1868   13
 2001 1847   13
 2002 1655   13
 2003 1627   13
 2004 1994   13
 2005 2395   11
 2006 2169    7
 2007 1934    7
 2008 1857    5
 2009 1835    3
 2010 1859    3
 2011 1707    0
 2012 1799    0
 2013 2312    0
 2014 2118    0
 2015 1920    0
 2016 1866    0
 2017 1846    0
 2018 1831    0
