Year   Moose  Wolves
 1959  646   20
 1960  653   20
 1961  636   19
 1962  683   18
 1963  704   26
 1964  684   26
 1965  672   27
 1966  708   28
 1967  658   34
 1968  623   31
 1969  579   30
 1970  517   28
 1971  502   25
 1972  542   24
 1973  581   24
 1974  606   27
 1975  658   25
 1976  691   21
 1977  755   15
 1978  837   13
 1979  922   14
 1980 1004   13
 1981 1158   13
 1982 1359   13
 1983 1561   17
 1984 1739   17
 1985 2056   17
 1986 2365   17
 1987 2263   26
 1988 2019   27
 1989 1845   38
 1990 1604   36
 1991 1365   34
 1992 1107   34
 1993  992   35
 1994 1048   30
 1995 1116   30
 1996 1181   30
 1997 1297   26
 1998 1356   25
 1999 1458   22
 2000 1648   15
 2001 1907   11
 2002 2215   11
 2003 2110   13
 2004 1894   11
 2005 1812   10
 2006 1679   11
 2007 1525   11
 2008 1328   11
 2009 1343   11
 2010 1703   10
 2011 2103   13
 2012 1920   15
 2013 1715   13
 2014 1664   12
 2015 1596   12
 2016 1514   13
 2017 1483   12
 2018 1878   11
