Year   Moose  Wolves
 1959  581   20
 1960  601   20
 1961  584   18
 1962  584   20
 1963  600   22
 1964  576   25
 1965  537   27
 1966  510   21
 1967  458   21
 1968  391   17
 1969  379   16
 1970  390   17
 1971  397   17
 1972  412   20
 1973  382   23
 1974  373   20
 1975  370   16
 1976  358   16
 1977  319   14
 1978  285   15
 1979  292   12
 1980  314   11
 1981  338   12
 1982  342   10
 1983  346    9
 1984  359    9
 1985  407    5
 1986  456    5
 1987  538    4
 1988  639    4
 1989  724    5
 1990  860    5
 1991 1014    4
 1992 1197    6
 1993 1435    5
 1994 1697    5
 1995 2011    5
 1996 2386    9
 1997 2381    5
 1998 2219    5
 1999 2109    5
 2000 2031    6
 2001 1867    5
 2002 1678    5
 2003 1446    4
 2004 1184    4
 2005 1231    3
 2006 1573    5
 2007 1907    4
 2008 2210    4
 2009 2170    4
 2010 2014    4
 2011 1974    2
 2012 2016    2
 2013 1875    2
 2014 1695    2
 2015 1804    2
 2016 2371    1
 2017 2296    0
 2018 2101    0
