Year   Moose  Wolves
 1959  626   20
 1960  668   18
 1961  725   19
 1962  723   22
 1963  758   30
 1964  765   27
 1965  775   25
 1966  746   32
 1967  754   29
 1968  804   27
 1969  866   23
 1970  940   30
 1971  983   34
 1972 1057   29
 1973 1143   25
 1974 1185   27
 1975 1258   26
 1976 1321   26
 1977 1385   28
 1978 1548   29
 1979 1587   25
 1980 1697   23
 1981 1905   25
 1982 2097   22
 1983 2312   18
 1984 2208   19
 1985 1949   14
 1986 1838   12
 1987 1685   15
 1988 1511   13
 1989 1343   12
 1990 1385   16
 1991 1595   17
 1992 1892   15
 1993 2121   13
 1994 2005   11
 1995 1795   13
 1996 1713   12
 1997 1701   12
 1998 1478   13
 1999 1412   15
 2000 1746   19
 2001 1994   21
 2002 2249   25
 2003 2059   25
 2004 1782   26
 2005 1677   24
 2006 1589   24
 2007 1389   23
 2008 1290   25
 2009 1468   29
 2010 1605   30
 2011 1820   27
 2012 2004   26
 2013 2259   29
 2014 2145   31
 2015 1936   29
 2016 1747   29
 2017 1468   29
 2018 1285   26
