Year   Moose  Wolves
 1959  764   20
 1960  771   24
 1961  838   25
 1962  922   25
 1963  943   29
 1964  997   25
 1965 1061   22
 1966 1202   19
 1967 1330   23
 1968 1435   24
 1969 1588   25
 1970 1775   25
 1971 2036   23
 1972 2336   21
 1973 2220   24
 1974 1959   21
 1975 1807   26
 1976 1581   29
 1977 1302   27
 1978 1002   25
 1979  756   21
 1980  896   20
 1981 1075   19
 1982 1165   24
 1983 1284   26
 1984 1365   28
 1985 1447   29
 1986 1554   31
 1987 1614   30
 1988 1785   34
 1989 1926   35
 1990 2211   37
 1991 2060   38
 1992 1764   37
 1993 1644   34
 1994 1395   33
 1995 1095   31
 1996  986   30
 1997 1080   25
 1998 1256   21
 1999 1377   24
 2000 1552   33
 2001 1661   43
 2002 1773   38
 2003 1897   34
 2004 2123   32
 2005 1975   30
 2006 1693   26
 2007 1542   28
 2008 1331   27
 2009 1102   24
 2010  999   23
 2011 1191   22
 2012 1393   13
 2013 1587   10
 2014 1905   11
 2015 2189   18
 2016 2108   18
 2017 2017   21
 2018 1906   19
