Year   Moose  Wolves
 1959  627   20
 1960  662   26
 1961  687   27
 1962  631   31
 1963  614   31
 1964  602   30
 1965  557   29
 1966  569   26
 1967  571   25
 1968  576   22
 1969  595   25
 1970  648   22
 1971  687   24
 1972  721   25
 1973  759   23
 1974  774   23
 1975  827   23
 1976  837   22
 1977  855   22
 1978  962   23
 1979 1046   27
 1980 1112   25
 1981 1154   22
 1982 1255   26
 1983 1309   24
 1984 1385   19
 1985 1508   19
 1986 1634   16
 1987 1898   12
 1988 2163   11
 1989 2097   17
 1990 1868   14
 1991 1748   14
 1992 1618   18
 1993 1389   20
 1994 1265   17
 1995 1573   15
 1996 1911   19
 1997 2179   29
 1998 1993   29
 1999 1781   29
 2000 1693   40
 2001 1549   36
 2002 1158   32
 2003  904   29
 2004 1003   31
 2005  952   34
 2006 1044   33
 2007 1028   34
 2008 1059   31
 2009 1068   33
 2010 1081   32
 2011 1169   30
 2012 1179   29
 2013 1267   35
 2014 1328   34
 2015 1478   28
 2016 1547   31
 2017 1617   31
 2018 1703   33
