Year   Moose  Wolves
 1959  744   20
 1960  830   21
 1961  875   28
 1962  873   29
 1963  840   25
 1964  867   24
 1965  940   22
 1966  980   26
 1967 1043   27
 1968 1089   26
 1969 1205   25
 1970 1363   25
 1971 1446   20
 1972 1704   18
 1973 1935   18
 1974 2260   18
 1975 2230   16
 1976 2060   15
 1977 1971   13
 1978 1849   17
 1979 1688   17
 1980 1470   18
 1981 1488   14
 1982 1838   13
 1983 2165   18
 1984 1944   20
 1985 1711   21
 1986 1635   30
 1987 1511   29
 1988 1435   28
 1989 1259   25
 1990 1499   23
 1991 1688   35
 1992 1918   38
 1993 2097   49
 1994 2234   46
 1995 2019   49
 1996 1738   50
 1997 1401   47
 1998 1018   45
 1999  643   41
 2000  268   36
 2001  373   35
 2002  286   35
 2003  248   28
 2004  200   24
 2005  139   18
 2006  103   15
 2007   86    9
 2008  118    6
 2009  125    5
 2010  133    2
 2011  154    2
 2012  180    2
 2013  195    0
 2014  228    0
 2015  272    0
 2016  331    0
 2017  403    0
 2018  485    0
