Year   Moose  Wolves
 1959  527   20
 1960  493   19
 1961  471   19
 1962  482   23
 1963  460   22
 1964  421   26
 1965  367   23
 1966  378   21
 1967  385   19
 1968  367   16
 1969  352   14
 1970  341   11
 1971  366   12
 1972  389   13
 1973  384   15
 1974  370   15
 1975  401   18
 1976  401   21
 1977  362   20
 1978  347   20
 1979  311   18
 1980  318   18
 1981  321   17
 1982  271   16
 1983  230   16
 1984  174   13
 1985  139   11
 1986   93    7
 1987   61    5
 1988   27    1
 1989   30    0
 1990   37    0
 1991   47    0
 1992   58    0
 1993   68    0
 1994   78    0
 1995   99    0
 1996  115    0
 1997  149    0
 1998  180    0
 1999  203    0
 2000  265    0
 2001  319    0
 2002  368    0
 2003  455    0
 2004  531    0
 2005  644    0
 2006  793    0
 2007  945    0
 2008 1148    0
 2009 1359    0
 2010 1667    0
 2011 1988    0
 2012 2428    0
 2013 2484    0
 2014 2322    0
 2015 2233    0
 2016 2169    0
 2017 2061    0
 2018 1932    0
