Year   Moose  Wolves
 1959  678   20
 1960  731   22
 1961  739   26
 1962  776   28
 1963  748   32
 1964  751   29
 1965  726   26
 1966  707   25
 1967  775   24
 1968  801   29
 1969  842   27
 1970  863   28
 1971  932   33
 1972  967   39
 1973 1024   45
 1974 1005   44
 1975  910   49
 1976  835   44
 1977  781   43
 1978  644   42
 1979  574   37
 1980  480   31
 1981  422   29
 1982  376   24
 1983  375   13
 1984  374   10
 1985  420    8
 1986  452    7
 1987  503    4
 1988  591    4
 1989  664    4
 1990  756    3
 1991  885    5
 1992 1018    4
 1993 1179    4
 1994 1354    5
 1995 1590    5
 1996 1866    3
 1997 2198    3
 1998 2195    3
 1999 2023    3
 2000 1924    3
 2001 1866    3
 2002 1769    3
 2003 1608    1
 2004 1698    1
 2005 2163    0
 2006 2070    0
 2007 1825    0
 2008 1741    0
 2009 1725    0
 2010 1693    0
 2011 1816    0
 2012 2431    0
 2013 2208    0
 2014 1976    0
 2015 1933    0
 2016 1904    0
 2017 1890    0
 2018 1895    0
