Year   Moose  Wolves
 1959  790   20
 1960  910   21
 1961  997   28
 1962 1082   32
 1963 1167   33
 1964 1318   37
 1965 1494   41
 1966 1658   38
 1967 1936   48
 1968 2137   51
 1969 2051   46
 1970 1811   48
 1971 1594   47
 1972 1349   42
 1973 1108   38
 1974  889   33
 1975  805   30
 1976  947   27
 1977 1076   24
 1978 1243   16
 1979 1455   10
 1980 1664   10
 1981 1907    9
 1982 2226    7
 1983 2261    6
 1984 2110    5
 1985 2009    5
 1986 1940    6
 1987 1831    6
 1988 1689    5
 1989 1542    7
 1990 1596    7
 1991 2118    6
 1992 2131    6
 1993 1910    6
 1994 1814    7
 1995 1751   11
 1996 1713   11
 1997 1690   10
 1998 1751   10
 1999 2247   10
 2000 2154    8
 2001 1930    8
 2002 1823    8
 2003 1801    8
 2004 1787    9
 2005 1753    9
 2006 1806    8
 2007 2358    6
 2008 2288    6
 2009 2032    6
 2010 1928    6
 2011 1919    4
 2012 1925    6
 2013 1945    5
 2014 2089    4
 2015 2795    5
 2016 2606    4
 2017 2366    4
 2018 2280    6
