Year   Moose  Wolves
 1959  749   20
 1960  849   20
 1961  934   20
 1962 1002   20
 1963 1090   27
 1964 1221   32
 1965 1337   45
 1966 1427   43
 1967 1611   38
 1968 1763   40
 1969 1929   40
 1970 2195   38
 1971 2126   36
 1972 1919   43
 1973 1744   42
 1974 1579   39
 1975 1340   36
 1976 1047   28
 1977  944   22
 1978 1146   17
 1979 1426   15
 1980 1710   11
 1981 2001    8
 1982 2307   12
 1983 2283    8
 1984 2206    7
 1985 2101    7
 1986 1981   14
 1987 1788   17
 1988 1601   17
 1989 1362   17
 1990 1134   18
 1991 1156   21
 1992 1424   31
 1993 1665   32
 1994 1872   38
 1995 2136   40
 1996 2056   40
 1997 1885   36
 1998 1847   37
 1999 1560   31
 2000 1276   31
 2001 1113   28
 2002 1179   25
 2003 1397   21
 2004 1644   21
 2005 1936   18
 2006 2246   14
 2007 2160   16
 2008 2075   18
 2009 1973   19
 2010 1833   21
 2011 1697   25
 2012 1468   25
 2013 1484   23
 2014 1866   19
 2015 2218   21
 2016 2094   20
 2017 1873   19
 2018 1775   25
