Year   Moose  Wolves
 1959  717   20
 1960  814   19
 1961  854   19
 1962  912   29
 1963  924   30
 1964  896   32
 1965  898   34
 1966  912   30
 1967 1001   27
 1968 1050   31
 1969 1151   28
 1970 1240   30
 1971 1411   29
 1972 1557   26
 1973 1767   26
 1974 1989   24
 1975 2249   24
 1976 2108   19
 1977 1911   17
 1978 1796   19
 1979 1590   17
 1980 1421   16
 1981 1240   18
 1982 1136   20
 1983 1276   20
 1984 1471   19
 1985 1596   13
 1986 1827   16
 1987 2023   18
 1988 2254   18
 1989 2240   17
 1990 2034   20
 1991 1822   21
 1992 1650   25
 1993 1463   23
 1994 1267   19
 1995 1179   24
 1996 1411   22
 1997 1584   18
 1998 1817   17
 1999 2057   25
 2000 2304   28
 2001 2247   31
 2002 2098   35
 2003 1830   44
 2004 1560   40
 2005 1220   39
 2006  878   37
 2007  585   34
 2008  428   33
 2009  340   35
 2010  257   30
 2011  235   25
 2012  168   21
 2013  127   14
 2014  104    8
 2015   73    4
 2016   68    4
 2017   57    4
 2018   58    2
