Year   Moose  Wolves
 1959  699   20
 1960  788   23
 1961  814   26
 1962  783   30
 1963  825   32
 1964  886   37
 1965  929   38
 1966  966   43
 1967  918   37
 1968 1003   37
 1969  996   47
 1970  907   46
 1971  932   42
 1972  967   39
 1973  914   42
 1974  935   43
 1975  914   40
 1976  855   43
 1977  854   41
 1978  838   38
 1979  856   34
 1980  924   34
 1981  958   34
 1982  984   32
 1983 1041   25
 1984 1092   27
 1985 1161   28
 1986 1291   29
 1987 1374   27
 1988 1595   24
 1989 1790   19
 1990 2120   22
 1991 2036   22
 1992 1837   18
 1993 1725   20
 1994 1589   20
 1995 1410   17
 1996 1331   16
 1997 1563   19
 1998 1753   23
 1999 2008   25
 2000 2334   27
 2001 2178   28
 2002 1964   34
 2003 1861   33
 2004 1645   35
 2005 1336   34
 2006 1014   32
 2007  778   30
 2008  792   28
 2009  841   26
 2010  896   23
 2011  933   19
 2012 1001   21
 2013 1067   15
 2014 1179   13
 2015 1340   15
 2016 1538   12
 2017 1795   12
 2018 2109   14
