Year   Moose  Wolves
 1959  580   20
 1960  608   20
 1961  656   21
 1962  671   24
 1963  639   26
 1964  620   26
 1965  569   20
 1966  628   16
 1967  634   14
 1968  675   14
 1969  683   15
 1970  766   13
 1971  811   17
 1972  920   18
 1973  976   21
 1974 1040   19
 1975 1179   18
 1976 1341   20
 1977 1507   20
 1978 1692   18
 1979 1916   16
 1980 2287   20
 1981 2230   21
 1982 2006   18
 1983 1868   14
 1984 1738   12
 1985 1530   16
 1986 1330   16
 1987 1244   16
 1988 1470   15
 1989 1638   20
 1990 1855   19
 1991 2004   17
 1992 2197   16
 1993 2100   16
 1994 1940   15
 1995 1798   16
 1996 1610   18
 1997 1393   17
 1998 1319   15
 1999 1684   13
 2000 1964   13
 2001 2279   11
 2002 2191   11
 2003 2037   10
 2004 1987   10
 2005 2018    9
 2006 1830    4
 2007 1653    2
 2008 1727    1
 2009 2236    1
 2010 2116    0
 2011 1918    0
 2012 1819    0
 2013 1816    0
 2014 1817    0
 2015 1823    0
 2016 1931    0
 2017 2527    0
 2018 2372    0
