Year   Moose  Wolves
 1959  565   20
 1960  566   19
 1961  544   19
 1962  567   22
 1963  579   27
 1964  596   32
 1965  606   28
 1966  621   26
 1967  559   27
 1968  514   22
 1969  454   19
 1970  411   19
 1971  420   17
 1972  426   15
 1973  476   11
 1974  537    7
 1975  577    4
 1976  664    4
 1977  787    4
 1978  917    4
 1979 1105    6
 1980 1299    4
 1981 1534    4
 1982 1820    4
 1983 2184    4
 1984 2275    2
 1985 2152    3
 1986 2042    3
 1987 2024    3
 1988 1904    3
 1989 1745    6
 1990 1523    6
 1991 1577    6
 1992 2056    6
 1993 2492    6
 1994 2267    4
 1995 2056    4
 1996 1990    4
 1997 1990    4
 1998 1990    4
 1999 1776    4
 2000 1826    3
 2001 2350    2
 2002 2226    1
 2003 2008    1
 2004 1913    1
 2005 1923    1
 2006 1878    1
 2007 1892    1
 2008 2002    1
 2009 2582    1
 2010 2427    1
 2011 2185    0
 2012 2108    0
 2013 2129    0
 2014 2130    0
 2015 2132    0
 2016 1854    0
 2017 1442    0
 2018 1278    0
