Year   Moose  Wolves
 1959  704   20
 1960  742   26
 1961  730   26
 1962  783   24
 1963  821   30
 1964  856   40
 1965  807   39
 1966  762   39
 1967  735   35
 1968  679   33
 1969  598   30
 1970  542   26
 1971  528   25
 1972  452   27
 1973  442   23
 1974  382   23
 1975  343   18
 1976  338   14
 1977  352   14
 1978  339   17
 1979  341   16
 1980  306   15
 1981  299   14
 1982  292   14
 1983  313   13
 1984  288   11
 1985  304   10
 1986  330    9
 1987  359    6
 1988  410    4
 1989  475    3
 1990  549    3
 1991  641    1
 1992  772    1
 1993  921    1
 1994 1122    1
 1995 1333    0
 1996 1568    0
 1997 1904    0
 1998 2338    0
 1999 2400    0
 2000 2260    0
 2001 2173    0
 2002 2140    0
 2003 2099    0
 2004 1963    0
 2005 1721    0
 2006 1418    0
 2007 1286    0
 2008 1376    0
 2009 1779    0
 2010 2193    0
 2011 2103    0
 2012 1900    0
 2013 1822    0
 2014 1816    0
 2015 1830    0
 2016 1659    0
 2017 1785    0
 2018 2312    0
