Year   Moose  Wolves
 1959  601   20
 1960  617   19
 1961  578   19
 1962  575   19
 1963  614   22
 1964  584   22
 1965  594   22
 1966  653   23
 1967  598   20
 1968  639   17
 1969  672   17
 1970  777   16
 1971  854   14
 1972  928   13
 1973 1054   12
 1974 1216   16
 1975 1386   13
 1976 1544   12
 1977 1788    9
 1978 2106    8
 1979 2095    7
 1980 1938    7
 1981 1809    6
 1982 1690    5
 1983 1633    5
 1984 1686    5
 1985 2148    4
 1986 1979    4
 1987 1719    2
 1988 1637    2
 1989 1604    1
 1990 1584    1
 1991 1711    0
 1992 2266    0
 1993 2062    0
 1994 1882    0
 1995 1846    0
 1996 1837    0
 1997 1872    0
 1998 2013    0
 1999 2609    0
 2000 2391    0
 2001 2140    0
 2002 2102    0
 2003 2111    0
 2004 2104    0
 2005 2099    0
 2006 1831    0
 2007 1400    0
 2008 1235    0
 2009 1123    0
 2010 1175    0
 2011 1512    0
 2012 1861    0
 2013 2190    0
 2014 2138    0
 2015 1995    0
 2016 1927    0
 2017 1992    0
 2018 1906    0
