Year   Moose  Wolves
 1959  580   20
 1960  587   24
 1961  570   27
 1962  526   38
 1963  509   37
 1964  489   32
 1965  454   32
 1966  393   26
 1967  335   23
 1968  315   21
 1969  258   18
 1970  209   14
 1971  159   12
 1972  133    7
 1973  138    4
 1974  126    2
 1975  128    2
 1976  145    1
 1977  173    1
 1978  196    0
 1979  227    0
 1980  268    0
 1981  330    0
 1982  390    0
 1983  472    0
 1984  580    0
 1985  698    0
 1986  822    0
 1987  974    0
 1988 1131    0
 1989 1370    0
 1990 1644    0
 1991 1955    0
 1992 2320    0
 1993 2369    0
 1994 2233    0
 1995 2150    0
 1996 2058    0
 1997 1972    0
 1998 1835    0
 1999 1640    0
 2000 1348    0
 2001 1415    0
 2002 1883    0
 2003 2394    0
 2004 2313    0
 2005 2125    0
 2006 2055    0
 2007 2060    0
 2008 2104    0
 2009 1920    0
 2010 1644    0
 2011 1366    0
 2012 1253    0
 2013 1163    0
 2014 1249    0
 2015 1644    0
 2016 2066    0
 2017 2447    0
 2018 2384    0
