Year   Moose  Wolves
 1959  737   20
 1960  799   19
 1961  828   19
 1962  824   24
 1963  843   28
 1964  808   37
 1965  748   35
 1966  728   32
 1967  662   30
 1968  620   31
 1969  593   28
 1970  543   28
 1971  483   29
 1972  403   28
 1973  313   26
 1974  271   19
 1975  202   14
 1976  163    9
 1977  115    8
 1978  111    7
 1979  100    6
 1980   98    3
 1981   95    3
 1982   93    2
 1983  103    2
 1984  103    2
 1985  111    2
 1986  120    1
 1987  136    1
 1988  161    1
 1989  180    0
 1990  216    0
 1991  273    0
 1992  320    0
 1993  376    0
 1994  436    0
 1995  532    0
 1996  644    0
 1997  767    0
 1998  880    0
 1999 1077    0
 2000 1307    0
 2001 1545    0
 2002 1840    0
 2003 2184    0
 2004 2207    0
 2005 2077    0
 2006 2006    0
 2007 1927    0
 2008 1847    0
 2009 1687    0
 2010 1798    0
 2011 2371    0
 2012 2293    0
 2013 2101    0
 2014 1975    0
 2015 1950    0
 2016 1943    0
 2017 1924    0
 2018 1665    0
