Year   Moose  Wolves
 1959  640   20
 1960  731   25
 1961  733   30
 1962  688   32
 1963  690   34
 1964  647   36
 1965  642   34
 1966  597   31
 1967  568   29
 1968  579   27
 1969  526   29
 1970  488   28
 1971  444   24
 1972  430   20
 1973  398   17
 1974  415   17
 1975  424   19
 1976  428   21
 1977  423   22
 1978  436   21
 1979  444   20
 1980  410   19
 1981  366   17
 1982  313   17
 1983  329   15
 1984  288   14
 1985  306   13
 1986  277   14
 1987  288   11
 1988  298   12
 1989  299   13
 1990  322   13
 1991  294   13
 1992  321   14
 1993  307   17
 1994  329   18
 1995  290   19
 1996  260   18
 1997  224   17
 1998  177   15
 1999  127   14
 2000   79   10
 2001   43    8
 2002   20    6
 2003   24    4
 2004   10    1
 2005   11    0
 2006   12    0
 2007   12    0
 2008   12    0
 2009   19    0
 2010   25    0
 2011   25    0
 2012   26    0
 2013   38    0
 2014   44    0
 2015   50    0
 2016   60    0
 2017   81    0
 2018   88    0
