Year   Moose  Wolves
 1959  753   20
 1960  805   23
 1961  860   25
 1962  834   28
 1963  861   28
 1964  876   37
 1965  875   38
 1966  886   44
 1967  903   45
 1968  877   44
 1969  886   43
 1970  868   39
 1971  834   40
 1972  769   39
 1973  735   34
 1974  791   33
 1975  742   29
 1976  767   26
 1977  750   21
 1978  765   20
 1979  815   22
 1980  897   26
 1981  961   23
 1982  993   21
 1983 1072   28
 1984 1099   28
 1985 1140   34
 1986 1180   35
 1987 1205   42
 1988 1185   42
 1989 1181   48
 1990 1121   55
 1991 1098   54
 1992 1159   49
 1993 1063   49
 1994  971   50
 1995  857   47
 1996  839   44
 1997  840   39
 1998  864   34
 1999  915   27
 2000  956   23
 2001  991   23
 2002 1083   24
 2003 1141   22
 2004 1307   22
 2005 1461   28
 2006 1571   29
 2007 1657   29
 2008 1869   35
 2009 2069   44
 2010 2196   49
 2011 2002   44
 2012 1678   48
 2013 1470   49
 2014 1165   46
 2015  837   42
 2016  615   37
 2017  567   33
 2018  536   31
