Year   Moose  Wolves
 1959  739   20
 1960  803   23
 1961  823   26
 1962  892   29
 1963  957   30
 1964  975   36
 1965 1032   39
 1966 1027   41
 1967  987   43
 1968  980   41
 1969 1007   38
 1970  975   37
 1971 1035   36
 1972 1136   34
 1973 1205   38
 1974 1277   43
 1975 1258   47
 1976 1353   45
 1977 1408   44
 1978 1542   47
 1979 1701   46
 1980 1831   47
 1981 1939   52
 1982 2012   60
 1983 2110   65
 1984 1988   59
 1985 1588   71
 1986 1380   67
 1987 1097   62
 1988  835   58
 1989  573   54
 1990  264   49
 1991  358   47
 1992  288   40
 1993  215   37
 1994  143   27
 1995  100   23
 1996   83   14
 1997  116    8
 1998   86    6
 1999   72    5
 2000   57    4
 2001   54    1
 2002   61    1
 2003   65    0
 2004   75    0
 2005   90    0
 2006  101    0
 2007  131    0
 2008  148    0
 2009  179    0
 2010  233    0
 2011  281    0
 2012  333    0
 2013  418    0
 2014  501    0
 2015  602    0
 2016  740    0
 2017  897    0
 2018 1056    0
