Year   Moose  Wolves
 1959  764   20
 1960  769   19
 1961  765   18
 1962  775   18
 1963  844   18
 1964  930   20
 1965  968   22
 1966 1086   21
 1967 1187   23
 1968 1270   27
 1969 1316   26
 1970 1365   24
 1971 1488   23
 1972 1659   24
 1973 1883   28
 1974 2112   28
 1975 2030   33
 1976 1827   33
 1977 1662   31
 1978 1439   29
 1979 1209   27
 1980 1033   25
 1981 1207   26
 1982 1297   25
 1983 1438   21
 1984 1640   21
 1985 1835   19
 1986 2038   12
 1987 2315    8
 1988 2269    7
 1989 2018    7
 1990 1891    7
 1991 1741    5
 1992 1621    5
 1993 1482    5
 1994 1521    5
 1995 1924    4
 1996 2385    3
 1997 2188    2
 1998 2015    2
 1999 1940    1
 2000 1961    1
 2001 1973    0
 2002 1806    0
 2003 1915    0
 2004 2522    0
 2005 2389    0
 2006 2159    0
 2007 2051    0
 2008 2087    0
 2009 2046    0
 2010 2074    0
 2011 1757    0
 2012 1847    0
 2013 2405    0
 2014 2356    0
 2015 2132    0
 2016 2037    0
 2017 2003    0
 2018 1987    0
