Year   Moose  Wolves
 1959  644   20
 1960  751   29
 1961  824   41
 1962  879   45
 1963  840   53
 1964  778   55
 1965  789   53
 1966  857   51
 1967  769   51
 1968  832   44
 1969  844   47
 1970  802   47
 1971  756   39
 1972  700   34
 1973  711   28
 1974  740   26
 1975  806   31
 1976  946   30
 1977 1039   35
 1978 1176   41
 1979 1294   45
 1980 1464   46
 1981 1632   47
 1982 1752   56
 1983 1993   64
 1984 2081   64
 1985 2161   70
 1986 2042   77
 1987 1771   83
 1988 1470   78
 1989 1104   75
 1990  752   66
 1991  815   61
 1992  675   52
 1993  626   46
 1994  614   44
 1995  655   44
 1996  651   41
 1997  559   32
 1998  580   27
 1999  643   26
 2000  643   23
 2001  669   22
 2002  722   20
 2003  807   22
 2004  886   32
 2005  899   36
 2006  991   40
 2007 1035   40
 2008 1147   38
 2009 1284   38
 2010 1454   40
 2011 1583   55
 2012 1642   59
 2013 1827   62
 2014 2014   64
 2015 2126   66
 2016 1828   63
 2017 1580   62
 2018 1377   57
