Year   Moose  Wolves
 1959  706   20
 1960  763   22
 1961  743   22
 1962  802   28
 1963  832   30
 1964  809   31
 1965  849   31
 1966  867   23
 1967  871   21
 1968  915   21
 1969  948   25
 1970  989   27
 1971 1091   26
 1972 1102   30
 1973 1090   31
 1974 1067   33
 1975 1104   40
 1976 1088   38
 1977 1106   42
 1978 1112   49
 1979 1109   50
 1980 1043   50
 1981  972   46
 1982  894   41
 1983  823   39
 1984  732   38
 1985  631   34
 1986  639   27
 1987  579   27
 1988  572   24
 1989  589   23
 1990  568   16
 1991  577   15
 1992  638   16
 1993  675   18
 1994  711   21
 1995  761   23
 1996  741   26
 1997  748   29
 1998  769   34
 1999  697   34
 2000  661   30
 2001  618   30
 2002  598   29
 2003  629   26
 2004  644   29
 2005  598   34
 2006  583   35
 2007  569   34
 2008  516   25
 2009  491   24
 2010  455   21
 2011  442   20
 2012  398   21
 2013  383   20
 2014  369   17
 2015  399   16
 2016  418   17
 2017  406   17
 2018  438   17
