Year   Moose  Wolves
 1959  612   20
 1960  650   20
 1961  663   19
 1962  668   20
 1963  738   25
 1964  758   28
 1965  757   27
 1966  760   37
 1967  765   34
 1968  783   32
 1969  833   27
 1970  881   26
 1971  915   27
 1972  934   26
 1973  994   32
 1974 1017   32
 1975 1057   30
 1976 1148   36
 1977 1160   41
 1978 1290   48
 1979 1301   55
 1980 1383   59
 1981 1389   64
 1982 1283   67
 1983 1133   65
 1984 1076   55
 1985  973   49
 1986  846   44
 1987  842   38
 1988  859   36
 1989  822   37
 1990  765   30
 1991  806   32
 1992  852   27
 1993  849   28
 1994  888   26
 1995  923   24
 1996  971   24
 1997  991   27
 1998 1010   29
 1999 1074   32
 2000 1122   31
 2001 1197   36
 2002 1289   44
 2003 1293   51
 2004 1232   44
 2005 1248   45
 2006 1370   46
 2007 1326   49
 2008 1397   56
 2009 1455   61
 2010 1462   59
 2011 1406   48
 2012 1428   51
 2013 1418   51
 2014 1421   45
 2015 1536   39
 2016 1646   38
 2017 1747   40
 2018 1950   37
