Year   Moose  Wolves
 1959  584   20
 1960  579   21
 1961  603   20
 1962  595   19
 1963  599   21
 1964  579   24
 1965  591   22
 1966  567   21
 1967  599   22
 1968  635   18
 1969  660   16
 1970  710   19
 1971  705   21
 1972  739   16
 1973  807   14
 1974  858   14
 1975  935   12
 1976 1052   10
 1977 1211   10
 1978 1344   10
 1979 1504    8
 1980 1732    7
 1981 2009    3
 1982 2396    2
 1983 2405    1
 1984 2255    1
 1985 2180    1
 1986 2125    0
 1987 2018    0
 1988 1859    0
 1989 1622    0
 1990 1339    0
 1991 1182    0
 1992 1254    0
 1993 1628    0
 1994 1928    0
 1995 2277    0
 1996 2174    0
 1997 2025    0
 1998 1996    0
 1999 2060    0
 2000 1920    0
 2001 1763    0
 2002 1878    0
 2003 2476    0
 2004 2368    0
 2005 2154    0
 2006 2048    0
 2007 2031    0
 2008 1996    0
 2009 1961    0
 2010 1703    0
 2011 1795    0
 2012 2330    0
 2013 2230    0
 2014 2000    0
 2015 1912    0
 2016 1884    0
 2017 1849    0
 2018 1824    0
