Year   Moose  Wolves
 1959  579   20
 1960  578   20
 1961  570   19
 1962  624   22
 1963  580   25
 1964  552   26
 1965  509   27
 1966  481   23
 1967  493   20
 1968  471   18
 1969  479   17
 1970  511   18
 1971  546   16
 1972  578   14
 1973  652   12
 1974  690   13
 1975  773   17
 1976  817   20
 1977  896   21
 1978  980   24
 1979 1069   26
 1980 1124   30
 1981 1097   40
 1982 1075   45
 1983 1068   47
 1984 1091   44
 1985 1092   50
 1986 1046   51
 1987  970   52
 1988  991   48
 1989  894   45
 1990  871   38
 1991  799   34
 1992  871   30
 1993  865   26
 1994  922   25
 1995  971   21
 1996 1097   24
 1997 1233   21
 1998 1327   26
 1999 1519   25
 2000 1733   28
 2001 1926   30
 2002 2073   30
 2003 2325   32
 2004 2232   31
 2005 1946   25
 2006 1763   28
 2007 1560   27
 2008 1353   25
 2009 1145   23
 2010 1030   23
 2011 1184   27
 2012 1282   25
 2013 1421   21
 2014 1602   30
 2015 1782   27
 2016 1986   31
 2017 2147   33
 2018 1956   35
