Year   Moose  Wolves
 1959  730   20
 1960  793   26
 1961  804   30
 1962  770   29
 1963  732   35
 1964  703   35
 1965  669   33
 1966  633   34
 1967  612   29
 1968  606   26
 1969  552   22
 1970  503   19
 1971  525   19
 1972  501   18
 1973  532   19
 1974  592   17
 1975  593   14
 1976  610   11
 1977  653   14
 1978  680   21
 1979  759   23
 1980  846   23
 1981  910   25
 1982 1011   32
 1983 1040   37
 1984 1019   44
 1985  995   44
 1986  988   44
 1987  971   43
 1988  982   39
 1989  979   46
 1990  962   44
 1991  895   45
 1992  833   40
 1993  820   37
 1994  819   38
 1995  744   34
 1996  755   30
 1997  767   33
 1998  781   33
 1999  737   31
 2000  715   27
 2001  726   29
 2002  694   28
 2003  727   32
 2004  681   31
 2005  731   31
 2006  747   29
 2007  789   24
 2008  806   21
 2009  905   25
 2010  999   30
 2011 1025   32
 2012  983   40
 2013  935   35
 2014  956   33
 2015  979   32
 2016 1004   38
 2017  993   43
 2018  999   51
