Year   Moose  Wolves
 1959  613   20
 1960  625   29
 1961  627   26
 1962  672   25
 1963  684   30
 1964  700   32
 1965  662   35
 1966  633   34
 1967  584   33
 1968  552   31
 1969  460   30
 1970  435   28
 1971  387   22
 1972  351   18
 1973  316   17
 1974  298   15
 1975  281   13
 1976  282   13
 1977  293   12
 1978  312   14
 1979  304   13
 1980  310   12
 1981  304   13
 1982  316   14
 1983  307   14
 1984  284   14
 1985  292   14
 1986  291   13
 1987  268   11
 1988  289   11
 1989  298   13
 1990  285   12
 1991  277   10
 1992  268    9
 1993  296   11
 1994  276   15
 1995  299   15
 1996  258   15
 1997  231   14
 1998  245   13
 1999  212   12
 2000  177   10
 2001  166   10
 2002  137   10
 2003  133    9
 2004  120    7
 2005  123    5
 2006  117    4
 2007  116    3
 2008  119    1
 2009  136    0
 2010  171    0
 2011  214    0
 2012  252    0
 2013  294    0
 2014  357    0
 2015  430    0
 2016  521    0
 2017  663    0
 2018  803    0
