Year   Moose  Wolves
 1959  790   20
 1960  841   19
 1961  877   19
 1962  978   20
 1963 1089   25
 1964 1103   27
 1965 1176   27
 1966 1278   35
 1967 1393   37
 1968 1500   39
 1969 1547   30
 1970 1650   28
 1971 1853   28
 1972 2108   26
 1973 1980   25
 1974 1762   21
 1975 1614   29
 1976 1419   27
 1977 1259   25
 1978 1201   22
 1979 1375   21
 1980 1537   20
 1981 1706   24
 1982 1917   23
 1983 2200   24
 1984 2048   28
 1985 1929   41
 1986 1663   37
 1987 1309   31
 1988 1046   27
 1989  890   26
 1990 1078   26
 1991 1135   23
 1992 1283   22
 1993 1432   24
 1994 1566   29
 1995 1733   31
 1996 1866   26
 1997 2071   31
 1998 2377   29
 1999 2199   36
 2000 1922   41
 2001 1756   42
 2002 1557   44
 2003 1358   43
 2004 1041   39
 2005  835   35
 2006  839   31
 2007  865   38
 2008  818   41
 2009  774   44
 2010  774   44
 2011  759   40
 2012  801   40
 2013  735   37
 2014  680   36
 2015  618   32
 2016  532   30
 2017  469   29
 2018  486   26
