Year   Moose  Wolves
 1959  552   20
 1960  581   23
 1961  593   28
 1962  576   29
 1963  618   33
 1964  607   36
 1965  588   33
 1966  540   30
 1967  518   26
 1968  590   23
 1969  640   19
 1970  711   22
 1971  789   22
 1972  872   20
 1973  983   29
 1974 1064   33
 1975 1164   39
 1976 1278   45
 1977 1306   53
 1978 1358   59
 1979 1380   62
 1980 1544   70
 1981 1576   73
 1982 1718   76
 1983 1733   84
 1984 1853   82
 1985 1854   83
 1986 1995   85
 1987 1915   94
 1988 1967   96
 1989 1861   98
 1990 1761   93
 1991 1959   97
 1992 1841  100
 1993 1708   91
 1994 1768   79
 1995 1820   92
 1996 1885   99
 1997 1775   99
 1998 1595   88
 1999 1537   87
 2000 1643   86
 2001 1617   81
 2002 1651   77
 2003 1615   78
 2004 1531   85
 2005 1506   81
 2006 1513   74
 2007 1717   66
 2008 1939   65
 2009 2110   62
 2010 1866   61
 2011 1605   63
 2012 1418   57
 2013 1177   52
 2014  888   45
 2015  698   40
 2016  735   37
 2017  725   40
 2018  734   47
