Year   Moose  Wolves
 1959  653   20
 1960  718   21
 1961  764   32
 1962  708   32
 1963  741   38
 1964  700   41
 1965  643   36
 1966  704   36
 1967  717   34
 1968  725   36
 1969  704   40
 1970  653   39
 1971  557   35
 1972  532   26
 1973  471   22
 1974  416   18
 1975  416   15
 1976  437   12
 1977  473   11
 1978  519   13
 1979  597   11
 1980  620    8
 1981  709   14
 1982  828   11
 1983  946    9
 1984 1108    9
 1985 1315    9
 1986 1541   11
 1987 1847   14
 1988 2138   18
 1989 2090   18
 1990 1890   23
 1991 1776   28
 1992 1521   30
 1993 1272   26
 1994 1084   25
 1995 1219   23
 1996 1304   22
 1997 1461   23
 1998 1619   26
 1999 1794   29
 2000 1939   31
 2001 2173   26
 2002 2045   22
 2003 1749   27
 2004 1570   38
 2005 1292   37
 2006 1044   35
 2007  846   35
 2008  798   35
 2009  800   31
 2010  800   26
 2011  813   28
 2012  807   27
 2013  832   28
 2014  874   31
 2015  924   30
 2016  920   31
 2017  987   31
 2018 1012   33
