Year   Moose  Wolves
 1959  631   20
 1960  674   21
 1961  700   24
 1962  686   27
 1963  736   28
 1964  689   31
 1965  626   26
 1966  668   25
 1967  680   23
 1968  653   23
 1969  657   19
 1970  749   18
 1971  806   15
 1972  897   12
 1973 1054   16
 1974 1182   14
 1975 1331   14
 1976 1511   16
 1977 1733   14
 1978 1992   12
 1979 2361   12
 1980 2344   10
 1981 2168   10
 1982 2029   10
 1983 1905    8
 1984 1724    8
 1985 1528    6
 1986 1331    4
 1987 1346    1
 1988 1719    1
 1989 2131    1
 1990 2016    1
 1991 1850    1
 1992 1807    1
 1993 1820    1
 1994 1829    1
 1995 1946    1
 1996 2556    1
 1997 2414    1
 1998 2157    0
 1999 2076    0
 2000 2045    0
 2001 2052    0
 2002 2071    0
 2003 1797    0
 2004 1845    0
 2005 2390    0
 2006 2306    0
 2007 2109    0
 2008 2028    0
 2009 1986    0
 2010 1982    0
 2011 1991    0
 2012 1746    0
 2013 1840    0
 2014 2368    0
 2015 2280    0
 2016 2079    0
 2017 1959    0
 2018 1940    0
