Year   Moose  Wolves
 1959  643   20
 1960  685   22
 1961  672   35
 1962  591   35
 1963  514   34
 1964  518   35
 1965  500   33
 1966  405   33
 1967  388   31
 1968  336   28
 1969  281   25
 1970  201   20
 1971  151   15
 1972   94   10
 1973   60    6
 1974   36    4
 1975   23    2
 1976   12    2
 1977    7    2
 1978    4    1
 1979    2    1
 1980    2    0
 1981    2    0
 1982    2    0
 1983    2    0
 1984    2    0
 1985    2    0
 1986    2    0
 1987    2    0
 1988    2    0
 1989    2    0
 1990    2    0
 1991    2    0
 1992    2    0
 1993    2    0
 1994    2    0
 1995    2    0
 1996    2    0
 1997    2    0
 1998    2    0
 1999    2    0
 2000    2    0
 2001    2    0
 2002    2    0
 2003    2    0
 2004    2    0
 2005    2    0
 2006    2    0
 2007    1    0
 2008    1    0
 2009    1    0
 2010    1    0
 2011    1    0
 2012    1    0
 2013    1    0
 2014    1    0
 2015    1    0
 2016    1    0
 2017    0    0
 2018    0    0
