Year   Moose  Wolves
 1959  671   20
 1960  684   20
 1961  719   20
 1962  705   20
 1963  691   18
 1964  776   20
 1965  842   21
 1966  939   18
 1967 1063   16
 1968 1196   15
 1969 1369   14
 1970 1572   15
 1971 1787   17
 1972 2076   21
 1973 2437   24
 1974 2305   29
 1975 1994   28
 1976 1819   25
 1977 1572   25
 1978 1314   23
 1979 1005   21
 1980  900   20
 1981 1034   18
 1982 1214   27
 1983 1346   23
 1984 1459   22
 1985 1601   22
 1986 1806   21
 1987 2107   24
 1988 2034   24
 1989 1792   25
 1990 1610   25
 1991 1431   24
 1992 1248   24
 1993 1177   21
 1994 1451   26
 1995 1580   37
 1996 1677   38
 1997 1813   37
 1998 1944   34
 1999 2181   28
 2000 2125   27
 2001 1842   28
 2002 1650   28
 2003 1438   26
 2004 1211   26
 2005  954   23
 2006  839   14
 2007  959   12
 2008 1138    8
 2009 1288    8
 2010 1470    9
 2011 1679    6
 2012 1979    5
 2013 2289    4
 2014 2331    4
 2015 2111    6
 2016 1988    6
 2017 1868    5
 2018 1773    5
