Year   Moose  Wolves
 1959  652   20
 1960  677   19
 1961  708   19
 1962  783   24
 1963  836   26
 1964  867   30
 1965  895   29
 1966  929   36
 1967  921   38
 1968  891   42
 1969  887   43
 1970  925   43
 1971  858   47
 1972  840   46
 1973  821   40
 1974  858   36
 1975  792   34
 1976  791   30
 1977  731   28
 1978  765   22
 1979  780   23
 1980  856   20
 1981  890   19
 1982  964   25
 1983  983   27
 1984 1084   28
 1985 1201   26
 1986 1299   24
 1987 1432   21
 1988 1622   21
 1989 1807   24
 1990 2136   27
 1991 2078   29
 1992 1816   30
 1993 1701   33
 1994 1528   28
 1995 1268   29
 1996 1134   30
 1997 1250   30
 1998 1364   27
 1999 1529   38
 2000 1690   43
 2001 1779   43
 2002 1868   38
 2003 2133   42
 2004 1945   37
 2005 1649   37
 2006 1422   41
 2007 1151   43
 2008  879   43
 2009  654   38
 2010  644   31
 2011  570   29
 2012  558   31
 2013  587   39
 2014  501   40
 2015  451   37
 2016  365   32
 2017  261   28
 2018  157   24
