Year   Moose  Wolves
 1959  733   20
 1960  750   18
 1961  796   17
 1962  810   17
 1963  884   16
 1964  957   16
 1965 1038   15
 1966 1170   11
 1967 1329    9
 1968 1467    8
 1969 1670    4
 1970 1977    3
 1971 2349    2
 1972 2330    1
 1973 2193    1
 1974 2113    1
 1975 2062    1
 1976 1998    1
 1977 1805    1
 1978 1598    0
 1979 1346    0
 1980 1415    0
 1981 1853    0
 1982 2283    0
 1983 2156    0
 1984 1976    0
 1985 1924    0
 1986 1936    0
 1987 1942    0
 1988 1748    0
 1989 1842    0
 1990 2415    0
 1991 2328    0
 1992 2096    0
 1993 1987    0
 1994 1972    0
 1995 1948    0
 1996 1948    0
 1997 2056    0
 1998 2669    0
 1999 2429    0
 2000 2205    0
 2001 2112    0
 2002 2105    0
 2003 2099    0
 2004 2065    0
 2005 1767    0
 2006 1432    0
 2007 1242    0
 2008 1311    0
 2009 1688    0
 2010 2076    0
 2011 2450    0
 2012 2328    0
 2013 2108    0
 2014 2104    0
 2015 2142    0
 2016 1992    0
 2017 1784    0
 2018 1554    0
