Year   Moose  Wolves
 1959  817   20
 1960  907   21
 1961  883   26
 1962  845   27
 1963  846   26
 1964  874   34
 1965  883   34
 1966  873   35
 1967  835   35
 1968  815   37
 1969  745   36
 1970  735   34
 1971  732   33
 1972  719   34
 1973  651   35
 1974  586   33
 1975  494   33
 1976  448   28
 1977  362   24
 1978  317   22
 1979  305   19
 1980  292   19
 1981  283   17
 1982  260   15
 1983  237   11
 1984  236    9
 1985  240    9
 1986  230    4
 1987  265    3
 1988  302    3
 1989  342    3
 1990  386    3
 1991  434    1
 1992  503    1
 1993  587    1
 1994  711    0
 1995  864    0
 1996 1061    0
 1997 1255    0
 1998 1545    0
 1999 1865    0
 2000 2234    0
 2001 2283    0
 2002 2148    0
 2003 2079    0
 2004 2007    0
 2005 1872    0
 2006 1740    0
 2007 1561    0
 2008 1618    0
 2009 2091    0
 2010 2564    0
 2011 2417    0
 2012 2214    0
 2013 2112    0
 2014 2122    0
 2015 2154    0
 2016 1935    0
 2017 1690    0
 2018 1420    0
