Year   Moose  Wolves
 1959  661   20
 1960  742   21
 1961  717   23
 1962  727   23
 1963  768   20
 1964  757   24
 1965  751   26
 1966  742   26
 1967  744   26
 1968  781   24
 1969  820   24
 1970  822   25
 1971  818   22
 1972  877   25
 1973  912   23
 1974  920   22
 1975 1013   23
 1976 1091   20
 1977 1172   18
 1978 1333   19
 1979 1478   20
 1980 1664   22
 1981 1859   20
 1982 2141   18
 1983 2107   17
 1984 1953   19
 1985 1791   20
 1986 1634   29
 1987 1390   28
 1988 1094   26
 1989  860   25
 1990  841   24
 1991  893   25
 1992  909   32
 1993  867   37
 1994  881   48
 1995  785   45
 1996  780   43
 1997  740   37
 1998  669   36
 1999  680   37
 2000  693   36
 2001  672   33
 2002  661   33
 2003  648   30
 2004  647   28
 2005  678   23
 2006  705   28
 2007  726   31
 2008  686   35
 2009  676   33
 2010  642   32
 2011  560   32
 2012  550   27
 2013  501   22
 2014  469   24
 2015  455   22
 2016  443   23
 2017  451   20
 2018  447   18
