Year   Moose  Wolves
 1959  656   20
 1960  660   18
 1961  674   17
 1962  710   19
 1963  735   23
 1964  757   30
 1965  772   33
 1966  734   38
 1967  717   32
 1968  758   28
 1969  748   29
 1970  812   28
 1971  788   27
 1972  791   28
 1973  762   27
 1974  792   23
 1975  795   24
 1976  811   21
 1977  877   23
 1978  984   26
 1979 1057   23
 1980 1158   19
 1981 1317   25
 1982 1499   26
 1983 1737   25
 1984 2012   25
 1985 2310   27
 1986 2211   30
 1987 2005   34
 1988 1829   36
 1989 1558   34
 1990 1326   32
 1991  960   29
 1992  889   26
 1993  946   30
 1994 1012   27
 1995 1054   36
 1996 1052   34
 1997 1098   31
 1998 1139   29
 1999 1147   32
 2000 1117   26
 2001 1165   24
 2002 1273   32
 2003 1351   29
 2004 1407   27
 2005 1563   29
 2006 1728   28
 2007 1964   31
 2008 2139   37
 2009 1961   45
 2010 1648   46
 2011 1466   42
 2012 1187   41
 2013  899   37
 2014  687   36
 2015  684   34
 2016  650   35
 2017  627   38
 2018  573   36
