Year   Moose  Wolves
 1959  664   20
 1960  688   19
 1961  751   17
 1962  777   17
 1963  839   16
 1964  922   15
 1965 1035   19
 1966 1123   18
 1967 1260   18
 1968 1426   24
 1969 1568   21
 1970 1797   27
 1971 2076   30
 1972 2299   33
 1973 2136   38
 1974 1876   38
 1975 1742   43
 1976 1529   40
 1977 1191   40
 1978  884   35
 1979  701   30
 1980  664   24
 1981  636   22
 1982  652   26
 1983  710   26
 1984  734   22
 1985  736   19
 1986  810   20
 1987  893   23
 1988  947   26
 1989 1028   31
 1990 1077   36
 1991 1059   35
 1992 1147   31
 1993 1200   36
 1994 1298   36
 1995 1380   41
 1996 1467   46
 1997 1510   47
 1998 1550   59
 1999 1534   61
 2000 1563   54
 2001 1523   55
 2002 1586   62
 2003 1508   65
 2004 1417   64
 2005 1381   65
 2006 1344   65
 2007 1199   56
 2008 1157   53
 2009 1086   48
 2010 1000   53
 2011  929   45
 2012  870   44
 2013  817   37
 2014  748   32
 2015  728   32
 2016  671   33
 2017  607   30
 2018  546   28
