Year   Moose  Wolves
 1959  714   20
 1960  790   24
 1961  834   24
 1962  822   34
 1963  810   44
 1964  809   44
 1965  801   42
 1966  708   36
 1967  702   30
 1968  631   36
 1969  653   30
 1970  649   31
 1971  653   35
 1972  681   33
 1973  696   36
 1974  700   34
 1975  694   33
 1976  741   31
 1977  730   30
 1978  707   35
 1979  645   33
 1980  688   32
 1981  697   29
 1982  667   34
 1983  658   33
 1984  616   31
 1985  598   28
 1986  563   24
 1987  599   23
 1988  601   27
 1989  638   27
 1990  663   29
 1991  615   32
 1992  640   30
 1993  675   32
 1994  609   31
 1995  551   27
 1996  542   29
 1997  504   28
 1998  451   26
 1999  379   25
 2000  347   23
 2001  334   20
 2002  330   21
 2003  284   18
 2004  229   16
 2005  214   14
 2006  215   10
 2007  192    8
 2008  169    9
 2009  178    8
 2010  168    8
 2011  182    6
 2012  186    5
 2013  195    1
 2014  222    0
 2015  266    0
 2016  313    0
 2017  357    0
 2018  416    0
