Year   Moose  Wolves
 1959  528   20
 1960  549   18
 1961  594   22
 1962  605   24
 1963  673   34
 1964  625   34
 1965  577   34
 1966  604   31
 1967  604   27
 1968  679   26
 1969  699   25
 1970  780   25
 1971  863   25
 1972  971   25
 1973 1048   31
 1974 1211   24
 1975 1426   21
 1976 1635   25
 1977 1877   32
 1978 2122   33
 1979 2104   35
 1980 1928   46
 1981 1808   46
 1982 1527   44
 1983 1310   36
 1984 1014   33
 1985  781   28
 1986  714   27
 1987  841   29
 1988  906   28
 1989  974   31
 1990 1025   36
 1991 1077   29
 1992 1214   26
 1993 1328   27
 1994 1475   30
 1995 1711   34
 1996 1987   36
 1997 2260   40
 1998 2154   39
 1999 1940   46
 2000 1831   50
 2001 1628   47
 2002 1330   43
 2003 1018   41
 2004  856   38
 2005  759   36
 2006  862   33
 2007  982   27
 2008 1074   22
 2009 1163   20
 2010 1322   17
 2011 1512   15
 2012 1833   16
 2013 2109   18
 2014 2105   18
 2015 1964   18
 2016 1853   24
 2017 1708   22
 2018 1599   23
