Year   Moose  Wolves
 1959  630   20
 1960  693   22
 1961  762   23
 1962  782   26
 1963  764   26
 1964  776   30
 1965  797   26
 1966  843   23
 1967  849   17
 1968  894   24
 1969  949   22
 1970 1075   21
 1971 1200   19
 1972 1379   25
 1973 1476   26
 1974 1617   30
 1975 1749   32
 1976 2003   33
 1977 2244   38
 1978 2053   34
 1979 1741   38
 1980 1567   34
 1981 1325   30
 1982 1142   30
 1983  908   26
 1984 1072   21
 1985 1222   21
 1986 1370   19
 1987 1572   18
 1988 1723   15
 1989 1948   13
 1990 2283   11
 1991 2282   13
 1992 2050   13
 1993 1901   11
 1994 1731   12
 1995 1578   12
 1996 1439   10
 1997 1478    7
 1998 1923   11
 1999 2280   10
 2000 2074    9
 2001 1870    8
 2002 1809   10
 2003 1764   10
 2004 1737   10
 2005 1746   14
 2006 2138   15
 2007 1875   17
 2008 1597   23
 2009 1468   24
 2010 1371   26
 2011 1224   24
 2012 1129   21
 2013 1290   19
 2014 1446   21
 2015 1629   21
 2016 1902   19
 2017 2117   19
 2018 1986   24
