Year   Moose  Wolves
 1959  787   20
 1960  852   19
 1961  943   18
 1962 1004   20
 1963 1164   18
 1964 1286   18
 1965 1462   17
 1966 1668   13
 1967 1948   12
 1968 2252   13
 1969 2196   14
 1970 1965   12
 1971 1816   10
 1972 1693   10
 1973 1570   10
 1974 1397   10
 1975 1435   12
 1976 1769   13
 1977 2188   15
 1978 2007   19
 1979 1768   26
 1980 1634   24
 1981 1521   22
 1982 1402   22
 1983 1238   20
 1984 1429   20
 1985 1631   22
 1986 1853   17
 1987 2136   15
 1988 1939   14
 1989 1818   18
 1990 1776   18
 1991 1554   17
 1992 1299   17
 1993 1294   15
 1994 1533   18
 1995 1720   17
 1996 2003   17
 1997 2256   17
 1998 2069   14
 1999 1924   15
 2000 1904   23
 2001 1704   23
 2002 1493   18
 2003 1449   18
 2004 1821   18
 2005 2144   16
 2006 1909   20
 2007 1653   26
 2008 1577   29
 2009 1461   29
 2010 1342   26
 2011 1215   20
 2012 1425   18
 2013 1659   16
 2014 1886   16
 2015 2106   13
 2016 1896   12
 2017 1772   14
 2018 1757   10
