Year   Moose  Wolves
 1959  640   20
 1960  653   22
 1961  694   21
 1962  742   20
 1963  811   21
 1964  843   22
 1965  880   24
 1966  934   21
 1967  971   20
 1968 1090   19
 1969 1260   17
 1970 1398   14
 1971 1605   13
 1972 1873   13
 1973 2188   11
 1974 2206   11
 1975 2046    8
 1976 1959    7
 1977 1833    8
 1978 1709    8
 1979 1551    8
 1980 1599    7
 1981 2055    7
 1982 2489   12
 1983 2254   11
 1984 2026   10
 1985 1921   11
 1986 1876   12
 1987 1846   11
 1988 1611   10
 1989 1637   10
 1990 2077   13
 1991 2499   11
 1992 2244   11
 1993 1994   12
 1994 1900   11
 1995 1841   10
 1996 1800   10
 1997 1592   11
 1998 1639   11
 1999 2077   10
 2000 2565   10
 2001 2343   12
 2002 2131   14
 2003 2050   16
 2004 1990   16
 2005 1892   20
 2006 1590   23
 2007 1234   32
 2008 1077   32
 2009 1160   47
 2010 1135   44
 2011 1213   46
 2012 1198   47
 2013 1164   44
 2014 1191   45
 2015 1156   47
 2016 1275   46
 2017 1365   51
 2018 1282   56
