Year   Moose  Wolves
 1959  665   20
 1960  688   19
 1961  714   19
 1962  735   23
 1963  778   27
 1964  803   25
 1965  890   24
 1966  969   23
 1967 1065   23
 1968 1212   25
 1969 1372   23
 1970 1514   26
 1971 1671   27
 1972 1897   28
 1973 2121   31
 1974 2009   30
 1975 1742   28
 1976 1577   28
 1977 1330   25
 1978 1169   25
 1979  981   20
 1980 1070   18
 1981 1161   16
 1982 1348   12
 1983 1569    7
 1984 1779    5
 1985 2048    3
 1986 2410    5
 1987 2378    5
 1988 2182    4
 1989 2095    4
 1990 1979    8
 1991 1829   12
 1992 1628   13
 1993 1378   13
 1994 1355   12
 1995 1708   15
 1996 2057   15
 1997 2325   13
 1998 2164   14
 1999 1965   17
 2000 1877   18
 2001 1816   19
 2002 1518   21
 2003 1244   23
 2004 1197   25
 2005 1377   30
 2006 1473   26
 2007 1627   26
 2008 1799   27
 2009 1982   29
 2010 2169   33
 2011 2078   35
 2012 1745   37
 2013 1497   44
 2014 1189   42
 2015  885   39
 2016  690   35
 2017  743   34
 2018  727   39
