Year   Moose  Wolves
 1959  536   20
 1960  552   20
 1961  519   19
 1962  530   18
 1963  548   18
 1964  537   18
 1965  584   18
 1966  634   15
 1967  638   13
 1968  679   15
 1969  715   17
 1970  773   13
 1971  861   13
 1972  939   14
 1973 1067   19
 1974 1210   20
 1975 1350   22
 1976 1481   19
 1977 1680   19
 1978 1878   22
 1979 2138   19
 1980 2108   17
 1981 1900   15
 1982 1794   15
 1983 1639   13
 1984 1481    7
 1985 1347    5
 1986 1398    4
 1987 1804    3
 1988 2219    3
 1989 2071    0
 1990 1890    0
 1991 1864    0
 1992 1873    0
 1993 1901    0
 1994 2026    0
 1995 2640    0
 1996 2408    0
 1997 2175    0
 1998 2118    0
 1999 2108    0
 2000 2118    0
 2001 2122    0
 2002 1845    0
 2003 1442    0
 2004 1281    0
 2005 1180    0
 2006 1106    0
 2007 1169    0
 2008 1512    0
 2009 1869    0
 2010 2216    0
 2011 2156    0
 2012 2000    0
 2013 1927    0
 2014 1979    0
 2015 1868    0
 2016 1703    0
 2017 1808    0
 2018 2373    0
